[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=2000] total_CO2=588.885, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=2578.65, total_ABS_CO2=19.0264, fitness=0.00737841
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1616.65, total_ABS_CO2=0.0196227, fitness=1.21379e-05
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=3193.42, total_ABS_CO2=22.8855, fitness=0.00716645
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[UNSTABLE] tau = 100, rho = 2.80198 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.28095 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=82.2706, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=2000] total_CO2=569.716, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=3000] total_CO2=1560.3, total_ABS_CO2=0.0189654, fitness=1.2155e-05
[t=4000] total_CO2=3076.36, total_ABS_CO2=22.161, fitness=0.00720366
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=67.0575, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=454.924, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1222.66, total_ABS_CO2=0.0156313, fitness=1.27847e-05
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=1000] total_CO2=48.1628, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=4000] total_CO2=2375.66, total_ABS_CO2=17.7131, fitness=0.00745608
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=2000] total_CO2=314.158, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=822.464, total_ABS_CO2=0.0125506, fitness=1.52597e-05
[t=4000] total_CO2=1568.42, total_ABS_CO2=12.2546, fitness=0.00781337
[UNSTABLE] tau = 100, rho = 2.32813 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.1968 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=80.431, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=89.6334, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=555.922, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=624.019, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1519.65, total_ABS_CO2=0.0185115, fitness=1.21814e-05
[t=3000] total_CO2=1718.92, total_ABS_CO2=0.0208984, fitness=1.21578e-05
[t=4000] total_CO2=2991.8, total_ABS_CO2=21.6353, fitness=0.00723153
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=4000] total_CO2=3404.59, total_ABS_CO2=24.1808, fitness=0.0071024
[t=1000] total_CO2=87.9983, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=87.2814, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=612.244, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=39.9682, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=606.98, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1684.94, total_ABS_CO2=0.0204648, fitness=1.21457e-05
[t=2000] total_CO2=255.745, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1669.61, total_ABS_CO2=0.0202714, fitness=1.21414e-05
[t=4000] total_CO2=3334.77, total_ABS_CO2=23.7557, fitness=0.00712363
[t=4000] total_CO2=3303.1, total_ABS_CO2=23.5612, fitness=0.00713306
[t=3000] total_CO2=662.971, total_ABS_CO2=0.0114474, fitness=1.72669e-05
[t=4000] total_CO2=1255.76, total_ABS_CO2=10.0665, fitness=0.00801626
[t=1000] total_CO2=58.3598, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=389.402, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=3000] total_CO2=1033.64, total_ABS_CO2=0.0140979, fitness=1.36391e-05
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=71.718, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=1990.16, total_ABS_CO2=15.1518, fitness=0.00761338
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=490.191, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=3000] total_CO2=1325.92, total_ABS_CO2=0.0165556, fitness=1.24861e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=4000] total_CO2=2588.96, total_ABS_CO2=19.0924, fitness=0.00737457
[UNSTABLE] tau = 100, rho = 3.35866 fitness = 0 (due to numerical instal_CO2=538.974, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1469.66, total_ABS_CO2=0.0179753, fitness=1.22309e-05
[t=4000] total_CO2=2887.72, total_ABS_CO2=20.9849, fitness=0.00726694
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=89.6775, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=76.6694, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=624.321, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=527.608, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=74.7564, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1436.13, total_ABS_CO2=0.0176286, fitness=1.22751e-05
[t=2000] total_CO2=513.165, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1719.77, total_ABS_CO2=0.0209089, fitness=1.21579e-05
[t=4000] total_CO2=2817.93, total_ABS_CO2=20.5464, fitness=0.00729131
[t=4000] total_CO2=3406.31, total_ABS_CO2=24.1909, fitness=0.00710179
[t=3000] total_CO2=1393.54, total_ABS_CO2=0.0172024, fitness=1.23443e-05
[t=4000] total_CO2=2729.34, total_ABS_CO2=19.9868, fitness=0.00732295
[UNSTABLE] tau = 100, rho = 2.31987 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 3.09007 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 3.0462 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.99194 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.74735 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.33515 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.46754 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=70.9881, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=19.2908, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=484.668, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=118.034, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1309.7, total_ABS_CO2=0.0164056, fitness=1.25262e-05
[t=3000] total_CO2=299.448, total_ABS_CO2=0.00898801, fitness=3.00152e-05
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=4000] total_CO2=2555.35, total_ABS_CO2=18.8768, fitness=0.00738716
[t=4000] total_CO2=557.521, total_ABS_CO2=5.29154, fitness=0.0094912
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[UNSTABLE] tau = 100, rho = 3.80944 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=46.3658, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=301.172, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=786.685, total_ABS_CO2=0.0122997, fitness=1.56348e-05
[t=4000] total_CO2=1497.87, total_ABS_CO2=11.7626, fitness=0.00785289
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=1000] total_CO2=39.2671, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=1000] total_CO2=86.6786, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=2000] total_CO2=602.532, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=250.848, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=3000] total_CO2=649.761, total_ABS_CO2=0.0113575, fitness=1.74795e-05
[t=3000] total_CO2=1656.62, total_ABS_CO2=0.0201096, fitness=1.21389e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=4000] total_CO2=1230.07, total_ABS_CO2=9.88633, fitness=0.00803722
[t=4000] total_CO2=3276.24, total_ABS_CO2=23.396, fitness=0.00714112
[UNSTABLE] tau = 100, rho = 2.29991 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 3.19245 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=86.0517, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=73.1708, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=597.893, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=52.3995, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=501.18, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=345.129, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1643.05, total_ABS_CO2=0.0199424, fitness=1.21374e-05
[t=3000] total_CO2=1358.24, total_ABS_CO2=0.0168603, fitness=1.24133e-05
[t=3000] total_CO2=908.576, total_ABS_CO2=0.0131659, fitness=1.44907e-05
[t=4000] total_CO2=3248.15, total_ABS_CO2=23.2231, fitness=0.00714963
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=4000] total_CO2=2656, total_ABS_CO2=19.5208, fitness=0.0073497
[t=4000] total_CO2=1739.26, total_ABS_CO2=13.4385, fitness=0.00772658
[t=1000] total_CO2=76.6789, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=527.679, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1436.34, total_ABS_CO2=0.0176308, fitness=1.22748e-05
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=4000] total_CO2=2818.36, total_ABS_CO2=20.5492, fitness=0.00729116
[t=1000] total_CO2=71.9893, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=492.244, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1331.96, total_ABS_CO2=0.0166119, fitness=1.24718e-05
[t=4000] total_CO2=2601.47, total_ABS_CO2=19.1725, fitness=0.0073699
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[UNSTABLE] tau = 100, rho = 2.72825 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.36352 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 3.22333 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=31.5342, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=197.905, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=3000] total_CO2=508.389, total_ABS_CO2=0.0104013, fitness=2.04594e-05
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=83.2494, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=4000] total_CO2=956.742, total_ABS_CO2=7.97915, fitness=0.00833991
[t=2000] total_CO2=577.036, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=64.1774, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1581.84, total_ABS_CO2=0.0192127, fitness=1.21458e-05
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=76.8378, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=3121.14, total_ABS_CO2=22.4386, fitness=0.00718923
[t=2000] total_CO2=433.156, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=81.6905, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=528.877, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=83.53, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=3000] total_CO2=1159.39, total_ABS_CO2=0.0150978, fitness=1.30222e-05
[t=3000] total_CO2=1439.88, total_ABS_CO2=0.0176669, fitness=1.22697e-05
[t=2000] total_CO2=565.371, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=579.132, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=2245.84, total_ABS_CO2=16.8606, fitness=0.00750747
[t=3000] total_CO2=1547.5, total_ABS_CO2=0.0188207, fitness=1.2162e-05
[t=4000] total_CO2=2825.72, total_ABS_CO2=20.5955, fitness=0.00728857
[t=3000] total_CO2=1588, total_ABS_CO2=0.0192844, fitness=1.21438e-05
[t=4000] total_CO2=3049.74, total_ABS_CO2=21.9958, fitness=0.00721234
[t=4000] total_CO2=3133.95, total_ABS_CO2=22.5178, fitness=0.00718514
[UNSTABLE] tau = 100, rho = 3.31037 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=88.074, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=612.798, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1686.56, total_ABS_CO2=0.0204853, fitness=1.21462e-05
[UNSTABLE] tau = 100, rho = 3.19016 fitness = 0 (due to numerical instability)
[t=4000] total_CO2=3338.1, total_ABS_CO2=23.7761, fitness=0.00712264
[UNSTABLE] tau = 100, rho = 2.01017 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.23302 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=58.5195, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=86.8618, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=63.5485, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=83.7569, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=78.7999, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=390.598, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=603.886, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=580.825, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=428.408, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=543.661, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1037.04, total_ABS_CO2=0.0141241, fitness=1.36195e-05
[t=3000] total_CO2=1660.58, total_ABS_CO2=0.0201587, fitness=1.21396e-05
[t=3000] total_CO2=1592.98, total_ABS_CO2=0.0193425, fitness=1.21424e-05
[t=3000] total_CO2=1483.49, total_ABS_CO2=0.0181213, fitness=1.22153e-05
[t=4000] total_CO2=3284.42, total_ABS_CO2=23.4464, fitness=0.00713865
[t=3000] total_CO2=1145.65, total_ABS_CO2=0.0149849, fitness=1.30798e-05
[t=4000] total_CO2=1997.05, total_ABS_CO2=15.1984, fitness=0.00761042
[t=4000] total_CO2=3144.28, total_ABS_CO2=22.5818, fitness=0.00718188
[t=4000] total_CO2=2916.51, total_ABS_CO2=21.1652, fitness=0.00725703
[t=4000] total_CO2=2217.75, total_ABS_CO2=16.6748, fitness=0.00751879
[UNSTABLE] tau = 100, rho = 2.31174 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.72784 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.60266 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.85741 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.46081 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=87.8198, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=46.1633, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=88.6027, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=77.9374, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=610.936, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=299.715, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=616.655, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=537.166, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=1681.14, total_ABS_CO2=0.0204166, fitness=1.21445e-05
[t=1000] total_CO2=16.873, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=782.68, total_ABS_CO2=0.0122717, fitness=1.56791e-05
[t=3000] total_CO2=1697.76, total_ABS_CO2=0.020628, fitness=1.21502e-05
[t=3000] total_CO2=1464.33, total_ABS_CO2=0.0179195, fitness=1.22374e-05
[t=2000] total_CO2=102.801, total_ABS_CO2=0, fitness=0
[t=4000] total_CO2=3326.91, total_ABS_CO2=23.7075, fitness=0.00712597
[t=4000] total_CO2=1489.99, total_ABS_CO2=11.7076, fitness=0.00785748
[t=4000] total_CO2=3361.18, total_ABS_CO2=23.9174, fitness=0.00711578
[t=4000] total_CO2=2876.62, total_ABS_CO2=20.9153, fitness=0.00727078
[t=3000] total_CO2=260.111, total_ABS_CO2=0.00871938, fitness=3.35218e-05
[t=4000] total_CO2=482.89, total_ABS_CO2=4.81294, fitness=0.00996696
[UNSTABLE] tau = 100, rho = 2.70246 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.37828 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 3.02236 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 3.41172 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 3.27052 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.19424 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.29841 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=84.4365, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=49.0669, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=80.732, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=585.891, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=320.727, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=558.182, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=840.635, total_ABS_CO2=0.012679, fitness=1.50826e-05
[t=3000] total_CO2=1607.86, total_ABS_CO2=0.019518, fitness=1.21391e-05
[t=4000] total_CO2=3175.18, total_ABS_CO2=22.7729, fitness=0.00717215
[t=3000] total_CO2=1526.32, total_ABS_CO2=0.0185848, fitness=1.21762e-05
[t=4000] total_CO2=1604.34, total_ABS_CO2=12.5045, fitness=0.0077942
[t=4000] total_CO2=3005.66, total_ABS_CO2=21.7216, fitness=0.0072269
[UNSTABLE] tau = 100, rho = 2.68766 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.25853 fitness = 0 (due to numerical instability)
[UNSTABLE] tau = 100, rho = 2.82525 fitness = 0 (due to numerical instability)
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=2000] total_CO2=81.711, total_ABS_CO2=0, fitness=0
[t=3000] total_CO2=205.89, total_ABS_CO2=0.00834699, fitness=4.0541e-05
[t=4000] total_CO2=380.267, total_ABS_CO2=4.17188, fitness=0.0109709
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
[t=1000] total_CO2=13.4808, total_ABS_CO2=0, fitness=0
[t=0] total_CO2=0, total_ABS_CO2=0, fitness=nan
